,subj_sess,trial,trial_phase,gameState,index,time,duration,time_bins,time_bin_dur,n_time_bins
165,U554_ses0,28,4,Delay2,"[107514, 107530]","[3843453, 3853455]",10002,"[3843453 3843953 3844453 3844953 3845453 3845953 3846453 3846953 3847453
 3847953 3848453 3848953 3849453 3849953 3850453 3850953 3851453 3851953
 3852453 3852953 3853453]",10000,20
166,U554_ses0,28,5,Retrieval,"[107530, 108679]","[3853455, 3883470]",30015,"[3853455 3853955 3854455 3854955 3855455 3855955 3856455 3856955 3857455
 3857955 3858455 3858955 3859455 3859955 3860455 3860955 3861455 3861955
 3862455 3862955 3863455 3863955 3864455 3864955 3865455 3865955 3866455
 3866955 3867455 3867955 3868455 3868955 3869455 3869955 3870455 3870955
 3871455 3871955 3872455 3872955 3873455 3873955 3874455 3874955 3875455
 3875955 3876455 3876955 3877455 3877955 3878455 3878955 3879455 3879955
 3880455 3880955 3881455 3881955 3882455 3882955 3883455]",30000,60
167,U554_ses0,28,6,ReturnToBase2,"[108679, 108825]","[3883470, 3887653]",4183,[3883470 3883970 3884470 3884970 3885470 3885970 3886470 3886970 3887470],4000,8
168,U554_ses0,29,1,Delay1,"[108844, 108859]","[3889669, 3899687]",10018,"[3889669 3890169 3890669 3891169 3891669 3892169 3892669 3893169 3893669
 3894169 3894669 3895169 3895669 3896169 3896669 3897169 3897669 3898169
 3898669 3899169 3899669]",10000,20
169,U554_ses0,29,2,Encoding,"[108859, 110596]","[3899687, 3929702]",30015,"[3899687 3900187 3900687 3901187 3901687 3902187 3902687 3903187 3903687
 3904187 3904687 3905187 3905687 3906187 3906687 3907187 3907687 3908187
 3908687 3909187 3909687 3910187 3910687 3911187 3911687 3912187 3912687
 3913187 3913687 3914187 3914687 3915187 3915687 3916187 3916687 3917187
 3917687 3918187 3918687 3919187 3919687 3920187 3920687 3921187 3921687
 3922187 3922687 3923187 3923687 3924187 3924687 3925187 3925687 3926187
 3926687 3927187 3927687 3928187 3928687 3929187 3929687]",30000,60
170,U554_ses0,29,3,ReturnToBase1,"[110596, 110597]","[3929702, 3929702]",0,[],0,0
171,U554_ses0,29,4,Delay2,"[110760, 110776]","[3953752, 3963768]",10016,"[3953752 3954252 3954752 3955252 3955752 3956252 3956752 3957252 3957752
 3958252 3958752 3959252 3959752 3960252 3960752 3961252 3961752 3962252
 3962752 3963252 3963752]",10000,20
172,U554_ses0,29,5,Retrieval,"[110776, 112350]","[3963768, 3993785]",30017,"[3963768 3964268 3964768 3965268 3965768 3966268 3966768 3967268 3967768
 3968268 3968768 3969268 3969768 3970268 3970768 3971268 3971768 3972268
 3972768 3973268 3973768 3974268 3974768 3975268 3975768 3976268 3976768
 3977268 3977768 3978268 3978768 3979268 3979768 3980268 3980768 3981268
 3981768 3982268 3982768 3983268 3983768 3984268 3984768 3985268 3985768
 3986268 3986768 3987268 3987768 3988268 3988768 3989268 3989768 3990268
 3990768 3991268 3991768 3992268 3992768 3993268 3993768]",30000,60
173,U554_ses0,29,6,ReturnToBase2,"[112350, 112485]","[3993785, 3997117]",3332,[3993785 3994285 3994785 3995285 3995785 3996285 3996785],3000,6
174,U554_ses0,30,1,Delay1,"[112500, 112516]","[3999117, 4009133]",10016,"[3999117 3999617 4000117 4000617 4001117 4001617 4002117 4002617 4003117
 4003617 4004117 4004617 4005117 4005617 4006117 4006617 4007117 4007617
 4008117 4008617 4009117]",10000,20
175,U554_ses0,30,2,Encoding,"[112516, 114277]","[4009133, 4039150]",30017,"[4009133 4009633 4010133 4010633 4011133 4011633 4012133 4012633 4013133
 4013633 4014133 4014633 4015133 4015633 4016133 4016633 4017133 4017633
 4018133 4018633 4019133 4019633 4020133 4020633 4021133 4021633 4022133
 4022633 4023133 4023633 4024133 4024633 4025133 4025633 4026133 4026633
 4027133 4027633 4028133 4028633 4029133 4029633 4030133 4030633 4031133
 4031633 4032133 4032633 4033133 4033633 4034133 4034633 4035133 4035633
 4036133 4036633 4037133 4037633 4038133 4038633 4039133]",30000,60
176,U554_ses0,30,3,ReturnToBase1,"[114277, 114278]","[4039150, 4039150]",0,[],0,0
177,U554_ses0,30,4,Delay2,"[114440, 114457]","[4063183, 4073201]",10018,"[4063183 4063683 4064183 4064683 4065183 4065683 4066183 4066683 4067183
 4067683 4068183 4068683 4069183 4069683 4070183 4070683 4071183 4071683
 4072183 4072683 4073183]",10000,20
178,U554_ses0,30,5,Retrieval,"[114457, 116107]","[4073201, 4103217]",30016,"[4073201 4073701 4074201 4074701 4075201 4075701 4076201 4076701 4077201
 4077701 4078201 4078701 4079201 4079701 4080201 4080701 4081201 4081701
 4082201 4082701 4083201 4083701 4084201 4084701 4085201 4085701 4086201
 4086701 4087201 4087701 4088201 4088701 4089201 4089701 4090201 4090701
 4091201 4091701 4092201 4092701 4093201 4093701 4094201 4094701 4095201
 4095701 4096201 4096701 4097201 4097701 4098201 4098701 4099201 4099701
 4100201 4100701 4101201 4101701 4102201 4102701 4103201]",30000,60
179,U554_ses0,30,6,ReturnToBase2,"[116107, 116168]","[4103217, 4104966]",1749,[4103217 4103717 4104217 4104717],1500,3
180,U554_ses0,31,1,Delay1,"[116185, 116199]","[4106982, 4117000]",10018,"[4106982 4107482 4107982 4108482 4108982 4109482 4109982 4110482 4110982
 4111482 4111982 4112482 4112982 4113482 4113982 4114482 4114982 4115482
 4115982 4116482 4116982]",10000,20
181,U554_ses0,31,2,Encoding,"[116199, 117939]","[4117000, 4147015]",30015,"[4117000 4117500 4118000 4118500 4119000 4119500 4120000 4120500 4121000
 4121500 4122000 4122500 4123000 4123500 4124000 4124500 4125000 4125500
 4126000 4126500 4127000 4127500 4128000 4128500 4129000 4129500 4130000
 4130500 4131000 4131500 4132000 4132500 4133000 4133500 4134000 4134500
 4135000 4135500 4136000 4136500 4137000 4137500 4138000 4138500 4139000
 4139500 4140000 4140500 4141000 4141500 4142000 4142500 4143000 4143500
 4144000 4144500 4145000 4145500 4146000 4146500 4147000]",30000,60
182,U554_ses0,31,3,ReturnToBase1,"[117939, 117940]","[4147015, 4147015]",0,[],0,0
183,U554_ses0,31,4,Delay2,"[118106, 118121]","[4171067, 4181082]",10015,"[4171067 4171567 4172067 4172567 4173067 4173567 4174067 4174567 4175067
 4175567 4176067 4176567 4177067 4177567 4178067 4178567 4179067 4179567
 4180067 4180567 4181067]",10000,20
184,U554_ses0,31,5,Retrieval,"[118121, 119653]","[4181082, 4211098]",30016,"[4181082 4181582 4182082 4182582 4183082 4183582 4184082 4184582 4185082
 4185582 4186082 4186582 4187082 4187582 4188082 4188582 4189082 4189582
 4190082 4190582 4191082 4191582 4192082 4192582 4193082 4193582 4194082
 4194582 4195082 4195582 4196082 4196582 4197082 4197582 4198082 4198582
 4199082 4199582 4200082 4200582 4201082 4201582 4202082 4202582 4203082
 4203582 4204082 4204582 4205082 4205582 4206082 4206582 4207082 4207582
 4208082 4208582 4209082 4209582 4210082 4210582 4211082]",30000,60
185,U554_ses0,31,6,ReturnToBase2,"[119653, 119753]","[4211098, 4213914]",2816,[4211098 4211598 4212098 4212598 4213098 4213598],2500,5
186,U554_ses0,32,1,Delay1,"[119772, 119787]","[4215915, 4225930]",10015,"[4215915 4216415 4216915 4217415 4217915 4218415 4218915 4219415 4219915
 4220415 4220915 4221415 4221915 4222415 4222915 4223415 4223915 4224415
 4224915 4225415 4225915]",10000,20
187,U554_ses0,32,2,Encoding,"[119787, 121543]","[4225930, 4255948]",30018,"[4225930 4226430 4226930 4227430 4227930 4228430 4228930 4229430 4229930
 4230430 4230930 4231430 4231930 4232430 4232930 4233430 4233930 4234430
 4234930 4235430 4235930 4236430 4236930 4237430 4237930 4238430 4238930
 4239430 4239930 4240430 4240930 4241430 4241930 4242430 4242930 4243430
 4243930 4244430 4244930 4245430 4245930 4246430 4246930 4247430 4247930
 4248430 4248930 4249430 4249930 4250430 4250930 4251430 4251930 4252430
 4252930 4253430 4253930 4254430 4254930 4255430 4255930]",30000,60
188,U554_ses0,32,3,ReturnToBase1,"[121543, 121544]","[4255948, 4255948]",0,[],0,0
189,U554_ses0,32,4,Delay2,"[121710, 121727]","[4280014, 4290030]",10016,"[4280014 4280514 4281014 4281514 4282014 4282514 4283014 4283514 4284014
 4284514 4285014 4285514 4286014 4286514 4287014 4287514 4288014 4288514
 4289014 4289514 4290014]",10000,20
190,U554_ses0,32,5,Retrieval,"[121727, 123466]","[4290030, 4320046]",30016,"[4290030 4290530 4291030 4291530 4292030 4292530 4293030 4293530 4294030
 4294530 4295030 4295530 4296030 4296530 4297030 4297530 4298030 4298530
 4299030 4299530 4300030 4300530 4301030 4301530 4302030 4302530 4303030
 4303530 4304030 4304530 4305030 4305530 4306030 4306530 4307030 4307530
 4308030 4308530 4309030 4309530 4310030 4310530 4311030 4311530 4312030
 4312530 4313030 4313530 4314030 4314530 4315030 4315530 4316030 4316530
 4317030 4317530 4318030 4318530 4319030 4319530 4320030]",30000,60
191,U554_ses0,32,6,ReturnToBase2,"[123466, 123719]","[4320046, 4324546]",4500,[4320046 4320546 4321046 4321546 4322046 4322546 4323046 4323546 4324046],4000,8
192,U554_ses0,33,1,Delay1,"[123738, 123753]","[4326563, 4336579]",10016,"[4326563 4327063 4327563 4328063 4328563 4329063 4329563 4330063 4330563
 4331063 4331563 4332063 4332563 4333063 4333563 4334063 4334563 4335063
 4335563 4336063 4336563]",10000,20
193,U554_ses0,33,2,Encoding,"[123753, 125680]","[4336579, 4366595]",30016,"[4336579 4337079 4337579 4338079 4338579 4339079 4339579 4340079 4340579
 4341079 4341579 4342079 4342579 4343079 4343579 4344079 4344579 4345079
 4345579 4346079 4346579 4347079 4347579 4348079 4348579 4349079 4349579
 4350079 4350579 4351079 4351579 4352079 4352579 4353079 4353579 4354079
 4354579 4355079 4355579 4356079 4356579 4357079 4357579 4358079 4358579
 4359079 4359579 4360079 4360579 4361079 4361579 4362079 4362579 4363079
 4363579 4364079 4364579 4365079 4365579 4366079 4366579]",30000,60
194,U554_ses0,33,3,ReturnToBase1,"[125680, 125681]","[4366595, 4366595]",0,[],0,0
195,U554_ses0,33,4,Delay2,"[125861, 125876]","[4390629, 4400645]",10016,"[4390629 4391129 4391629 4392129 4392629 4393129 4393629 4394129 4394629
 4395129 4395629 4396129 4396629 4397129 4397629 4398129 4398629 4399129
 4399629 4400129 4400629]",10000,20
196,U554_ses0,33,5,Retrieval,"[125876, 127115]","[4400645, 4430662]",30017,"[4400645 4401145 4401645 4402145 4402645 4403145 4403645 4404145 4404645
 4405145 4405645 4406145 4406645 4407145 4407645 4408145 4408645 4409145
 4409645 4410145 4410645 4411145 4411645 4412145 4412645 4413145 4413645
 4414145 4414645 4415145 4415645 4416145 4416645 4417145 4417645 4418145
 4418645 4419145 4419645 4420145 4420645 4421145 4421645 4422145 4422645
 4423145 4423645 4424145 4424645 4425145 4425645 4426145 4426645 4427145
 4427645 4428145 4428645 4429145 4429645 4430145 4430645]",30000,60
197,U554_ses0,33,6,ReturnToBase2,"[127115, 127116]","[4430662, 4430662]",0,[],0,0
198,U554_ses0,34,1,Delay1,"[127132, 127147]","[4432677, 4442695]",10018,"[4432677 4433177 4433677 4434177 4434677 4435177 4435677 4436177 4436677
 4437177 4437677 4438177 4438677 4439177 4439677 4440177 4440677 4441177
 4441677 4442177 4442677]",10000,20
199,U554_ses0,34,2,Encoding,"[127147, 129086]","[4442695, 4472711]",30016,"[4442695 4443195 4443695 4444195 4444695 4445195 4445695 4446195 4446695
 4447195 4447695 4448195 4448695 4449195 4449695 4450195 4450695 4451195
 4451695 4452195 4452695 4453195 4453695 4454195 4454695 4455195 4455695
 4456195 4456695 4457195 4457695 4458195 4458695 4459195 4459695 4460195
 4460695 4461195 4461695 4462195 4462695 4463195 4463695 4464195 4464695
 4465195 4465695 4466195 4466695 4467195 4467695 4468195 4468695 4469195
 4469695 4470195 4470695 4471195 4471695 4472195 4472695]",30000,60
200,U554_ses0,34,3,ReturnToBase1,"[129086, 129087]","[4472711, 4472711]",0,[],0,0
201,U554_ses0,34,4,Delay2,"[129267, 129284]","[4496761, 4506761]",10000,"[4496761 4497261 4497761 4498261 4498761 4499261 4499761 4500261 4500761
 4501261 4501761 4502261 4502761 4503261 4503761 4504261 4504761 4505261
 4505761 4506261 4506761]",10000,20
202,U554_ses0,34,5,Retrieval,"[129284, 130963]","[4506761, 4536777]",30016,"[4506761 4507261 4507761 4508261 4508761 4509261 4509761 4510261 4510761
 4511261 4511761 4512261 4512761 4513261 4513761 4514261 4514761 4515261
 4515761 4516261 4516761 4517261 4517761 4518261 4518761 4519261 4519761
 4520261 4520761 4521261 4521761 4522261 4522761 4523261 4523761 4524261
 4524761 4525261 4525761 4526261 4526761 4527261 4527761 4528261 4528761
 4529261 4529761 4530261 4530761 4531261 4531761 4532261 4532761 4533261
 4533761 4534261 4534761 4535261 4535761 4536261 4536761]",30000,60
203,U554_ses0,34,6,ReturnToBase2,"[130963, 130964]","[4536777, 4536777]",0,[],0,0
204,U554_ses0,35,1,Delay1,"[130981, 130996]","[4538793, 4548794]",10001,"[4538793 4539293 4539793 4540293 4540793 4541293 4541793 4542293 4542793
 4543293 4543793 4544293 4544793 4545293 4545793 4546293 4546793 4547293
 4547793 4548293 4548793]",10000,20
205,U554_ses0,35,2,Encoding,"[130996, 132927]","[4548794, 4578810]",30016,"[4548794 4549294 4549794 4550294 4550794 4551294 4551794 4552294 4552794
 4553294 4553794 4554294 4554794 4555294 4555794 4556294 4556794 4557294
 4557794 4558294 4558794 4559294 4559794 4560294 4560794 4561294 4561794
 4562294 4562794 4563294 4563794 4564294 4564794 4565294 4565794 4566294
 4566794 4567294 4567794 4568294 4568794 4569294 4569794 4570294 4570794
 4571294 4571794 4572294 4572794 4573294 4573794 4574294 4574794 4575294
 4575794 4576294 4576794 4577294 4577794 4578294 4578794]",30000,60
206,U554_ses0,35,3,ReturnToBase1,"[132927, 132928]","[4578810, 4578810]",0,[],0,0
207,U554_ses0,35,4,Delay2,"[133109, 133125]","[4602875, 4612876]",10001,"[4602875 4603375 4603875 4604375 4604875 4605375 4605875 4606375 4606875
 4607375 4607875 4608375 4608875 4609375 4609875 4610375 4610875 4611375
 4611875 4612375 4612875]",10000,20
208,U554_ses0,35,5,Retrieval,"[133125, 134454]","[4612876, 4642891]",30015,"[4612876 4613376 4613876 4614376 4614876 4615376 4615876 4616376 4616876
 4617376 4617876 4618376 4618876 4619376 4619876 4620376 4620876 4621376
 4621876 4622376 4622876 4623376 4623876 4624376 4624876 4625376 4625876
 4626376 4626876 4627376 4627876 4628376 4628876 4629376 4629876 4630376
 4630876 4631376 4631876 4632376 4632876 4633376 4633876 4634376 4634876
 4635376 4635876 4636376 4636876 4637376 4637876 4638376 4638876 4639376
 4639876 4640376 4640876 4641376 4641876 4642376 4642876]",30000,60
209,U554_ses0,35,6,ReturnToBase2,"[134454, 134455]","[4642891, 4642891]",0,[],0,0
210,U554_ses0,36,1,Delay1,"[134469, 134486]","[4644892, 4654908]",10016,"[4644892 4645392 4645892 4646392 4646892 4647392 4647892 4648392 4648892
 4649392 4649892 4650392 4650892 4651392 4651892 4652392 4652892 4653392
 4653892 4654392 4654892]",10000,20
211,U554_ses0,36,2,Encoding,"[134486, 136405]","[4654908, 4684925]",30017,"[4654908 4655408 4655908 4656408 4656908 4657408 4657908 4658408 4658908
 4659408 4659908 4660408 4660908 4661408 4661908 4662408 4662908 4663408
 4663908 4664408 4664908 4665408 4665908 4666408 4666908 4667408 4667908
 4668408 4668908 4669408 4669908 4670408 4670908 4671408 4671908 4672408
 4672908 4673408 4673908 4674408 4674908 4675408 4675908 4676408 4676908
 4677408 4677908 4678408 4678908 4679408 4679908 4680408 4680908 4681408
 4681908 4682408 4682908 4683408 4683908 4684408 4684908]",30000,60
212,U554_ses0,36,3,ReturnToBase1,"[136405, 136406]","[4684925, 4684925]",0,[],0,0
213,U554_ses0,36,4,Delay2,"[136581, 136597]","[4708958, 4718974]",10016,"[4708958 4709458 4709958 4710458 4710958 4711458 4711958 4712458 4712958
 4713458 4713958 4714458 4714958 4715458 4715958 4716458 4716958 4717458
 4717958 4718458 4718958]",10000,20
214,U554_ses0,36,5,Retrieval,"[136597, 137864]","[4718974, 4748991]",30017,"[4718974 4719474 4719974 4720474 4720974 4721474 4721974 4722474 4722974
 4723474 4723974 4724474 4724974 4725474 4725974 4726474 4726974 4727474
 4727974 4728474 4728974 4729474 4729974 4730474 4730974 4731474 4731974
 4732474 4732974 4733474 4733974 4734474 4734974 4735474 4735974 4736474
 4736974 4737474 4737974 4738474 4738974 4739474 4739974 4740474 4740974
 4741474 4741974 4742474 4742974 4743474 4743974 4744474 4744974 4745474
 4745974 4746474 4746974 4747474 4747974 4748474 4748974]",30000,60
215,U554_ses0,36,6,ReturnToBase2,"[137864, 137865]","[4748991, 4748991]",0,[],0,0
