,trial,gameState,maze_region,46-1
663,4,Retrieval,SW_Room,1
664,4,Retrieval,SW_Room,0
665,4,Retrieval,SW_Room,4
666,4,Retrieval,SW_Room,7
667,4,Retrieval,C_Hall,0
668,4,Retrieval,C_Hall,3
669,4,Retrieval,NW_Room,0
670,4,Retrieval,NW_Room,1
671,4,Retrieval,NW_Room,0
672,4,Retrieval,NW_Room,1
673,4,Retrieval,NW_Room,6
674,4,Retrieval,NW_Room,3
675,4,Retrieval,NW_Room,1
676,4,Retrieval,NW_Room,1
677,4,Retrieval,NW_Hall,3
678,4,Retrieval,NW_Hall,3
679,4,Retrieval,NW_Hall,0
680,4,Retrieval,NW_Hall,0
681,4,Retrieval,NW_Hall,0
682,4,Retrieval,NW_Hall,0
683,4,Retrieval,N_Passage,1
684,4,Retrieval,N_Passage,3
685,4,Retrieval,N_Passage,3
686,4,Retrieval,N_Passage,5
687,4,Retrieval,N_Passage,0
688,4,Retrieval,C_Hall,0
689,4,Retrieval,C_Hall,1
690,4,Retrieval,C_Hall,0
691,4,Retrieval,S_Passage,0
692,4,Retrieval,S_Passage,1
693,4,Retrieval,S_Passage,2
694,4,Retrieval,S_Passage,0
695,4,Retrieval,S_Passage,1
696,4,Retrieval,Base,0
697,4,Retrieval,Base,1
698,4,Retrieval,SW_Hall,0
699,4,Retrieval,SW_Hall,1
700,4,Retrieval,SW_Hall,0
701,4,Retrieval,SW_Hall,2
702,4,Retrieval,SW_Hall,3
703,4,Retrieval,SW_Room,0
812,5,Retrieval,Base,1
813,5,Retrieval,Base,3
814,5,Retrieval,Base,0
815,5,Retrieval,Base,0
816,5,Retrieval,SE_Hall,0
817,5,Retrieval,SE_Hall,0
818,5,Retrieval,SE_Hall,1
819,5,Retrieval,SE_Hall,0
820,5,Retrieval,SE_Hall,0
821,5,Retrieval,SE_Hall,1
822,5,Retrieval,SE_Hall,0
823,5,Retrieval,SE_Room,1
824,5,Retrieval,SE_Room,1
825,5,Retrieval,SE_Room,1
826,5,Retrieval,SE_Room,0
827,5,Retrieval,C_Hall,0
828,5,Retrieval,NE_Room,0
829,5,Retrieval,NE_Room,0
830,5,Retrieval,NE_Room,0
831,5,Retrieval,NE_Room,0
832,5,Retrieval,NE_Room,3
833,5,Retrieval,NE_Room,0
834,5,Retrieval,NE_Room,2
835,5,Retrieval,NE_Room,1
836,5,Retrieval,NE_Hall,0
837,5,Retrieval,NE_Hall,0
838,5,Retrieval,NE_Hall,1
839,5,Retrieval,NE_Hall,1
840,5,Retrieval,NE_Hall,1
841,5,Retrieval,NE_Hall,3
842,5,Retrieval,NE_Hall,2
843,5,Retrieval,NE_Hall,2
844,5,Retrieval,NE_Hall,2
845,5,Retrieval,N_Passage,0
846,5,Retrieval,N_Passage,0
847,5,Retrieval,NW_Hall,1
848,5,Retrieval,NW_Hall,0
849,5,Retrieval,NW_Hall,0
850,5,Retrieval,NW_Hall,0
851,5,Retrieval,NW_Hall,0
852,5,Retrieval,NW_Hall,0
853,5,Retrieval,NW_Hall,1
854,5,Retrieval,NW_Hall,10
855,5,Retrieval,NW_Room,2
856,5,Retrieval,NW_Room,0
857,5,Retrieval,NW_Room,8
858,5,Retrieval,NW_Room,2
859,5,Retrieval,NW_Room,0
860,5,Retrieval,C_Hall,1
861,5,Retrieval,SW_Room,1
862,5,Retrieval,SW_Room,1
863,5,Retrieval,SW_Room,0
864,5,Retrieval,SW_Room,0
865,5,Retrieval,SW_Room,2
866,5,Retrieval,SW_Room,1
867,5,Retrieval,SW_Room,0
868,5,Retrieval,SW_Room,0
869,5,Retrieval,SW_Room,0
870,5,Retrieval,C_Hall,0
871,5,Retrieval,C_Hall,0
985,6,Retrieval,Base,0
986,6,Retrieval,Base,0
987,6,Retrieval,Base,0
988,6,Retrieval,Base,0
989,6,Retrieval,Base,0
990,6,Retrieval,Base,0
991,6,Retrieval,S_Passage,0
992,6,Retrieval,S_Passage,0
993,6,Retrieval,S_Passage,0
994,6,Retrieval,C_Hall,2
995,6,Retrieval,C_Hall,1
996,6,Retrieval,C_Hall,1
997,6,Retrieval,C_Hall,2
998,6,Retrieval,C_Hall,3
999,6,Retrieval,C_Hall,0
1000,6,Retrieval,NE_Room,1
1001,6,Retrieval,NE_Room,1
1002,6,Retrieval,NE_Room,3
1003,6,Retrieval,NE_Room,4
1004,6,Retrieval,NE_Room,0
1005,6,Retrieval,NE_Room,0
1006,6,Retrieval,NE_Room,0
1007,6,Retrieval,NE_Room,5
1008,6,Retrieval,NE_Room,3
1009,6,Retrieval,NE_Hall,0
1010,6,Retrieval,NE_Room,0
1011,6,Retrieval,NE_Room,0
1012,6,Retrieval,NE_Hall,0
1013,6,Retrieval,NE_Hall,2
1014,6,Retrieval,NE_Hall,2
1015,6,Retrieval,NE_Hall,0
1016,6,Retrieval,NE_Hall,0
1017,6,Retrieval,NE_Hall,1
1018,6,Retrieval,NE_Hall,2
1019,6,Retrieval,N_Passage,3
1020,6,Retrieval,NW_Hall,2
1021,6,Retrieval,NW_Hall,0
1022,6,Retrieval,NW_Hall,0
1023,6,Retrieval,NW_Hall,0
1024,6,Retrieval,NW_Hall,0
1025,6,Retrieval,NW_Hall,1
1026,6,Retrieval,NW_Hall,0
1027,6,Retrieval,NW_Room,0
1028,6,Retrieval,NW_Room,1
1029,6,Retrieval,NW_Room,0
1030,6,Retrieval,NW_Room,1
1031,6,Retrieval,NW_Room,1
1032,6,Retrieval,NW_Room,0
1033,6,Retrieval,NW_Room,0
1034,6,Retrieval,NW_Room,0
1035,6,Retrieval,NW_Room,0
1036,6,Retrieval,NW_Room,0
1037,6,Retrieval,NW_Room,0
1038,6,Retrieval,NW_Room,1
1039,6,Retrieval,NW_Room,1
1040,6,Retrieval,NW_Room,0
1041,6,Retrieval,NW_Room,0
1042,6,Retrieval,NW_Room,0
1043,6,Retrieval,C_Hall,0
1044,6,Retrieval,SW_Room,2
1155,7,Retrieval,Base,0
1156,7,Retrieval,Base,0
1157,7,Retrieval,Base,0
1158,7,Retrieval,Base,0
1159,7,Retrieval,Base,0
1160,7,Retrieval,Base,0
1161,7,Retrieval,S_Passage,0
1162,7,Retrieval,S_Passage,0
1163,7,Retrieval,C_Hall,0
1164,7,Retrieval,C_Hall,0
1165,7,Retrieval,C_Hall,0
1166,7,Retrieval,C_Hall,1
1167,7,Retrieval,SE_Room,0
1168,7,Retrieval,SE_Room,0
1169,7,Retrieval,SE_Room,0
1170,7,Retrieval,SE_Hall,0
1171,7,Retrieval,SE_Hall,4
1172,7,Retrieval,SE_Hall,3
1173,7,Retrieval,SE_Hall,0
1174,7,Retrieval,SE_Hall,1
1175,7,Retrieval,SE_Hall,0
1176,7,Retrieval,SE_Hall,0
1177,7,Retrieval,SE_Hall,0
1178,7,Retrieval,SE_Hall,0
1179,7,Retrieval,SE_Hall,0
1180,7,Retrieval,SE_Hall,1
1181,7,Retrieval,SE_Hall,0
1182,7,Retrieval,SE_Room,0
1183,7,Retrieval,SE_Room,1
1184,7,Retrieval,SE_Room,0
1185,7,Retrieval,SE_Room,1
1186,7,Retrieval,C_Hall,2
1187,7,Retrieval,C_Hall,0
1188,7,Retrieval,C_Hall,0
1189,7,Retrieval,C_Hall,0
1190,7,Retrieval,C_Hall,1
1191,7,Retrieval,C_Hall,0
1192,7,Retrieval,SW_Room,1
1193,7,Retrieval,SW_Room,1
1194,7,Retrieval,SW_Room,3
1195,7,Retrieval,SW_Room,1
1196,7,Retrieval,SW_Room,3
1197,7,Retrieval,SW_Room,3
1198,7,Retrieval,SW_Room,4
1199,7,Retrieval,C_Hall,3
1200,7,Retrieval,C_Hall,2
1201,7,Retrieval,NW_Room,5
1202,7,Retrieval,NW_Room,3
1203,7,Retrieval,NW_Room,1
1204,7,Retrieval,NW_Room,1
1205,7,Retrieval,NW_Room,0
1206,7,Retrieval,NW_Room,1
1207,7,Retrieval,NW_Room,0
1208,7,Retrieval,NW_Room,0
1209,7,Retrieval,NW_Room,0
1210,7,Retrieval,NW_Room,1
1211,7,Retrieval,NW_Room,6
1212,7,Retrieval,C_Hall,2
1213,7,Retrieval,C_Hall,2
1214,7,Retrieval,C_Hall,0
1336,8,Retrieval,Base,0
1337,8,Retrieval,Base,0
1338,8,Retrieval,Base,1
1339,8,Retrieval,Base,0
1340,8,Retrieval,Base,1
1341,8,Retrieval,Base,0
1342,8,Retrieval,SE_Hall,0
1343,8,Retrieval,SE_Hall,1
1344,8,Retrieval,SE_Hall,0
1345,8,Retrieval,SE_Hall,2
1346,8,Retrieval,SE_Room,0
1347,8,Retrieval,SE_Room,0
1348,8,Retrieval,SE_Room,1
1349,8,Retrieval,C_Hall,1
1350,8,Retrieval,C_Hall,1
1351,8,Retrieval,C_Hall,0
1352,8,Retrieval,C_Hall,0
1353,8,Retrieval,C_Hall,0
1354,8,Retrieval,C_Hall,0
1355,8,Retrieval,C_Hall,0
1356,8,Retrieval,C_Hall,0
1357,8,Retrieval,C_Hall,0
1358,8,Retrieval,C_Hall,1
1359,8,Retrieval,C_Hall,0
1360,8,Retrieval,C_Hall,3
1361,8,Retrieval,C_Hall,4
1362,8,Retrieval,C_Hall,4
1363,8,Retrieval,C_Hall,0
1364,8,Retrieval,C_Hall,0
1365,8,Retrieval,C_Hall,0
1366,8,Retrieval,C_Hall,3
1367,8,Retrieval,C_Hall,1
1368,8,Retrieval,C_Hall,0
1369,8,Retrieval,C_Hall,0
1370,8,Retrieval,C_Hall,5
1371,8,Retrieval,C_Hall,0
1372,8,Retrieval,C_Hall,1
1373,8,Retrieval,C_Hall,1
1374,8,Retrieval,C_Hall,0
1375,8,Retrieval,C_Hall,0
1376,8,Retrieval,C_Hall,0
1377,8,Retrieval,C_Hall,1
1378,8,Retrieval,C_Hall,2
1379,8,Retrieval,C_Hall,1
1380,8,Retrieval,C_Hall,3
1381,8,Retrieval,SW_Room,1
1382,8,Retrieval,SW_Room,1
1383,8,Retrieval,SW_Room,3
1384,8,Retrieval,C_Hall,1
1385,8,Retrieval,C_Hall,0
1386,8,Retrieval,C_Hall,0
1387,8,Retrieval,C_Hall,0
1388,8,Retrieval,C_Hall,0
1389,8,Retrieval,C_Hall,0
1390,8,Retrieval,C_Hall,0
1391,8,Retrieval,C_Hall,0
1392,8,Retrieval,C_Hall,0
1393,8,Retrieval,SW_Room,1
1394,8,Retrieval,SW_Room,2
1395,8,Retrieval,SW_Room,1
1508,9,Retrieval,Base,0
1509,9,Retrieval,Base,0
1510,9,Retrieval,Base,0
1511,9,Retrieval,Base,0
1512,9,Retrieval,SW_Hall,0
1513,9,Retrieval,SW_Hall,2
1514,9,Retrieval,SW_Hall,0
1515,9,Retrieval,SW_Hall,1
1516,9,Retrieval,SW_Hall,0
1517,9,Retrieval,SW_Room,0
1518,9,Retrieval,SW_Room,0
1519,9,Retrieval,SW_Room,0
1520,9,Retrieval,SW_Room,0
1521,9,Retrieval,SW_Room,0
1522,9,Retrieval,SW_Room,0
1523,9,Retrieval,SW_Room,1
1524,9,Retrieval,SW_Room,0
1525,9,Retrieval,SW_Room,0
1526,9,Retrieval,SW_Room,1
1527,9,Retrieval,C_Hall,1
1528,9,Retrieval,C_Hall,0
1529,9,Retrieval,NW_Room,2
1530,9,Retrieval,NW_Room,0
1531,9,Retrieval,NW_Room,1
1532,9,Retrieval,NW_Hall,0
1533,9,Retrieval,NW_Hall,1
1534,9,Retrieval,NW_Hall,1
1535,9,Retrieval,NW_Hall,1
1536,9,Retrieval,NW_Hall,3
1537,9,Retrieval,NW_Hall,0
1538,9,Retrieval,NW_Hall,0
1539,9,Retrieval,NW_Hall,0
1540,9,Retrieval,NW_Hall,1
1541,9,Retrieval,NW_Hall,1
1542,9,Retrieval,N_Passage,0
1543,9,Retrieval,N_Passage,1
1544,9,Retrieval,N_Passage,7
1545,9,Retrieval,N_Passage,7
1546,9,Retrieval,N_Passage,0
1547,9,Retrieval,C_Hall,0
1548,9,Retrieval,C_Hall,0
1549,9,Retrieval,S_Passage,1
1550,9,Retrieval,S_Passage,0
1551,9,Retrieval,S_Passage,0
1552,9,Retrieval,Base,3
1553,9,Retrieval,Base,3
1554,9,Retrieval,Base,0
1555,9,Retrieval,Base,0
1556,9,Retrieval,Base,0
1557,9,Retrieval,Base,0
1558,9,Retrieval,Base,0
1559,9,Retrieval,Base,0
1560,9,Retrieval,Base,0
1561,9,Retrieval,Base,0
1562,9,Retrieval,Base,1
1563,9,Retrieval,Base,0
1564,9,Retrieval,Base,1
1565,9,Retrieval,Base,0
1566,9,Retrieval,Base,0
1567,9,Retrieval,Base,1
1668,10,Retrieval,Base,2
1669,10,Retrieval,Base,0
1670,10,Retrieval,Base,2
1671,10,Retrieval,Base,1
1672,10,Retrieval,SW_Hall,0
1673,10,Retrieval,SW_Hall,0
1674,10,Retrieval,SW_Hall,0
1675,10,Retrieval,SW_Hall,0
1676,10,Retrieval,SW_Hall,0
1677,10,Retrieval,SW_Hall,1
1678,10,Retrieval,SW_Hall,0
1679,10,Retrieval,SW_Hall,0
1680,10,Retrieval,SW_Hall,1
1681,10,Retrieval,SW_Hall,0
1682,10,Retrieval,SW_Hall,0
1683,10,Retrieval,SW_Room,0
1684,10,Retrieval,SW_Room,0
1685,10,Retrieval,SW_Room,0
1686,10,Retrieval,SW_Room,0
1687,10,Retrieval,C_Hall,2
1688,10,Retrieval,C_Hall,3
1689,10,Retrieval,C_Hall,2
1690,10,Retrieval,C_Hall,0
1691,10,Retrieval,NW_Room,0
1692,10,Retrieval,NW_Room,3
1693,10,Retrieval,NW_Room,0
1694,10,Retrieval,NW_Hall,0
1695,10,Retrieval,NW_Hall,1
1696,10,Retrieval,NW_Hall,1
1697,10,Retrieval,NW_Hall,3
1698,10,Retrieval,NW_Hall,0
1699,10,Retrieval,NW_Hall,2
1700,10,Retrieval,NW_Hall,4
1701,10,Retrieval,N_Passage,3
1702,10,Retrieval,NE_Hall,0
1703,10,Retrieval,NE_Hall,2
1704,10,Retrieval,NE_Hall,2
1705,10,Retrieval,NE_Hall,0
1706,10,Retrieval,NE_Hall,2
1707,10,Retrieval,NE_Hall,0
1708,10,Retrieval,NE_Hall,0
1709,10,Retrieval,NE_Hall,0
1710,10,Retrieval,NE_Room,1
1711,10,Retrieval,NE_Room,1
1712,10,Retrieval,NE_Room,0
1713,10,Retrieval,NE_Room,0
1714,10,Retrieval,NE_Room,0
1715,10,Retrieval,NE_Room,1
1716,10,Retrieval,NE_Room,0
1717,10,Retrieval,NE_Room,0
1718,10,Retrieval,NE_Room,0
1719,10,Retrieval,NE_Hall,0
1720,10,Retrieval,NE_Hall,1
1721,10,Retrieval,NE_Hall,0
1722,10,Retrieval,NE_Hall,0
1723,10,Retrieval,NE_Hall,0
1724,10,Retrieval,NE_Hall,2
1725,10,Retrieval,NE_Hall,3
1726,10,Retrieval,NE_Hall,0
1727,10,Retrieval,NE_Hall,1
1842,11,Retrieval,Base,5
1843,11,Retrieval,Base,3
1844,11,Retrieval,Base,3
1845,11,Retrieval,Base,3
1846,11,Retrieval,S_Passage,0
1847,11,Retrieval,S_Passage,2
1848,11,Retrieval,S_Passage,2
1849,11,Retrieval,S_Passage,0
1850,11,Retrieval,C_Hall,1
1851,11,Retrieval,C_Hall,0
1852,11,Retrieval,C_Hall,0
1853,11,Retrieval,NE_Room,0
1854,11,Retrieval,NE_Room,0
1855,11,Retrieval,NE_Room,1
1856,11,Retrieval,NE_Room,0
1857,11,Retrieval,NE_Room,1
1858,11,Retrieval,NE_Hall,0
1859,11,Retrieval,NE_Hall,0
1860,11,Retrieval,NE_Hall,0
1861,11,Retrieval,NE_Hall,1
1862,11,Retrieval,NE_Hall,0
1863,11,Retrieval,NE_Hall,0
1864,11,Retrieval,NE_Hall,0
1865,11,Retrieval,N_Passage,0
1866,11,Retrieval,NW_Hall,0
1867,11,Retrieval,NW_Hall,0
1868,11,Retrieval,NW_Hall,0
1869,11,Retrieval,NW_Hall,0
1870,11,Retrieval,NW_Hall,1
1871,11,Retrieval,NW_Hall,0
1872,11,Retrieval,NW_Hall,1
1873,11,Retrieval,NW_Hall,1
1874,11,Retrieval,NW_Room,0
1875,11,Retrieval,NW_Room,2
1876,11,Retrieval,NW_Room,0
1877,11,Retrieval,NW_Room,0
1878,11,Retrieval,NW_Room,1
1879,11,Retrieval,NW_Room,0
1880,11,Retrieval,C_Hall,1
1881,11,Retrieval,C_Hall,2
1882,11,Retrieval,SW_Room,0
1883,11,Retrieval,SW_Room,1
1884,11,Retrieval,SW_Room,1
1885,11,Retrieval,SW_Hall,0
1886,11,Retrieval,SW_Hall,0
1887,11,Retrieval,SW_Hall,0
1888,11,Retrieval,SW_Hall,0
1889,11,Retrieval,SW_Hall,1
1890,11,Retrieval,SW_Hall,0
1891,11,Retrieval,Base,0
1892,11,Retrieval,Base,0
1893,11,Retrieval,Base,0
1894,11,Retrieval,Base,0
1895,11,Retrieval,Base,0
1896,11,Retrieval,Base,1
1897,11,Retrieval,Base,0
1898,11,Retrieval,Base,0
1899,11,Retrieval,Base,0
1900,11,Retrieval,Base,0
1901,11,Retrieval,Base,0
2005,12,Retrieval,Base,0
2006,12,Retrieval,Base,0
2007,12,Retrieval,Base,0
2008,12,Retrieval,Base,2
2009,12,Retrieval,SE_Hall,0
2010,12,Retrieval,SE_Hall,0
2011,12,Retrieval,SE_Hall,0
2012,12,Retrieval,SE_Hall,0
2013,12,Retrieval,SE_Hall,0
2014,12,Retrieval,SE_Room,0
2015,12,Retrieval,SE_Room,0
2016,12,Retrieval,SE_Room,0
2017,12,Retrieval,C_Hall,1
2018,12,Retrieval,C_Hall,1
2019,12,Retrieval,NE_Room,3
2020,12,Retrieval,NE_Room,0
2021,12,Retrieval,NE_Room,0
2022,12,Retrieval,NE_Hall,1
2023,12,Retrieval,NE_Hall,2
2024,12,Retrieval,NE_Hall,2
2025,12,Retrieval,NE_Hall,3
2026,12,Retrieval,NE_Hall,1
2027,12,Retrieval,NE_Hall,0
2028,12,Retrieval,NE_Hall,1
2029,12,Retrieval,NE_Hall,1
2030,12,Retrieval,NE_Hall,1
2031,12,Retrieval,NE_Hall,1
2032,12,Retrieval,NE_Hall,2
2033,12,Retrieval,NE_Hall,0
2034,12,Retrieval,NE_Hall,3
2035,12,Retrieval,NE_Hall,2
2036,12,Retrieval,NE_Hall,0
2037,12,Retrieval,NE_Hall,1
2038,12,Retrieval,NE_Hall,1
2039,12,Retrieval,NE_Hall,0
2040,12,Retrieval,N_Passage,0
2041,12,Retrieval,NW_Hall,1
2042,12,Retrieval,NW_Hall,2
2043,12,Retrieval,NW_Hall,1
2044,12,Retrieval,NW_Hall,0
2045,12,Retrieval,NW_Hall,1
2046,12,Retrieval,NW_Hall,2
2047,12,Retrieval,NW_Hall,1
2048,12,Retrieval,NW_Hall,3
2049,12,Retrieval,NW_Room,2
2050,12,Retrieval,NW_Room,0
2051,12,Retrieval,NW_Room,0
2052,12,Retrieval,NW_Room,2
2053,12,Retrieval,NW_Room,1
2054,12,Retrieval,NW_Room,0
2055,12,Retrieval,C_Hall,0
2056,12,Retrieval,C_Hall,0
2057,12,Retrieval,SW_Room,0
2058,12,Retrieval,SW_Room,0
2059,12,Retrieval,SW_Room,2
2060,12,Retrieval,SW_Room,1
2061,12,Retrieval,SW_Room,3
2062,12,Retrieval,SW_Room,1
2063,12,Retrieval,SW_Hall,0
2064,12,Retrieval,SW_Room,0
2173,13,Retrieval,Base,1
2174,13,Retrieval,Base,3
2175,13,Retrieval,Base,0
2176,13,Retrieval,Base,0
2177,13,Retrieval,SW_Hall,0
2178,13,Retrieval,SW_Hall,0
2179,13,Retrieval,SW_Hall,2
2180,13,Retrieval,SW_Hall,2
2181,13,Retrieval,SW_Hall,2
2182,13,Retrieval,SW_Hall,3
2183,13,Retrieval,SW_Room,2
2184,13,Retrieval,SW_Room,1
2185,13,Retrieval,SW_Room,0
2186,13,Retrieval,C_Hall,1
2187,13,Retrieval,C_Hall,0
2188,13,Retrieval,NW_Room,0
2189,13,Retrieval,NW_Room,1
2190,13,Retrieval,NW_Room,3
2191,13,Retrieval,NW_Room,0
2192,13,Retrieval,NW_Room,1
2193,13,Retrieval,NW_Room,0
2194,13,Retrieval,NW_Room,0
2195,13,Retrieval,NW_Room,0
2196,13,Retrieval,NW_Hall,0
2197,13,Retrieval,NW_Hall,0
2198,13,Retrieval,NW_Hall,1
2199,13,Retrieval,NW_Hall,2
2200,13,Retrieval,NW_Hall,0
2201,13,Retrieval,NW_Hall,0
2202,13,Retrieval,NW_Hall,2
2203,13,Retrieval,NW_Hall,1
2204,13,Retrieval,NW_Hall,0
2205,13,Retrieval,N_Passage,0
2206,13,Retrieval,NE_Hall,3
